Prodotto_Shopify,Categoria_Padre,Sottocategoria,SKU,EAN,Prezzo_2026,Opzione_1_Nome,Opzione_1_Valore,Opzione_2_Nome,Opzione_2_Valore,Titolo_Originale_Listino
Gre - SCALETTA SPA GRADINI MATERIALE PLASTICO,Accessori,Docce e scale,SPAL2,8412081302935,85.49,,,,,Scaletta per spa 2 gradini in materiale plastico 70x65 h 34
Gre - SCALA INOX GRADINI ANTISCIVOLO PISCINE Legno,Accessori,Docce e scale,126674,3605211266749,293.55,,,,,"Scala inox 3 gradini antiscivolo h 162,5 per piscine in legno"
Gre - AQUABIKE: BICICLETTA ACQUATICA ACCIAIO INOX.,Accessori,Atri accessori per piscine,AQB2,8412081303475,862.11,,,,,"AQUABIKE: bicicletta acquatica in acciaio Inox. Sellino anatomico, manubrio sportivo, ruote antigraffio e pedali anatomici con resistenza regolabile. Adatto per tutti i tipi di piscine"
Gre - BARRIERA PROTEZIONE PISCINA. MODULO INSTALLATO.,Accessori,Atri accessori per piscine,SF133,8412081308159,197.76,,,,,"Barriera di protezione per piscina. Modulo per installato. Lunghezza adattabile in base alla forma della piscina. Modulo di 3m h 1,33m ad uso individuale. Tessuto effetto trasparente"
Gre - FILTRO SABBIA SENZA POMPA M³/H,Accessori,Filtri e pompe,FIS600,8412081305011,417.15,Misura,12,,,"Filtro a sabbia senza pompa da 12m³/h, serbatoio Ø 600, valvola 6 posizioni, manometro, connessioni Ø 32/38 mm. 150Kg di sabbia non inclusi"
Gre - FILTRO SABBIA SENZA POMPA M³/H,Accessori,Filtri e pompe,FIS500,8412081305004,334.75,Misura,10,,,"Filtro a sabbia senza pompa da 10m³/h, serbatoio Ø 500, valvola 6 posizioni, manometro, connessioni Ø 32/38 mm. 85Kg di sabbia non inclusi"
Gre - FILTRO SABBIA SENZA POMPA M³/H,Accessori,Filtri e pompe,FIS400,8412081304991,225.57,Misura,6,,,"Filtro a sabbia senza pompa da 6m³/h, serbatoio Ø 400, valvola 6 posizioni, manometro, connessioni Ø 32/38 mm. 40Kg di sabbia non inclusi"
"Gre - FILTRO SABBIA M³/H (8,³/H NF)",Accessori,Filtri e pompe,FA6100,8412081233857,870.35,,,,,"Filtro a sabbia da 10m³/h (8,50m³/h NF) con prefiltro, 485W, 0,66CV, serbatoio Ø 600, valvola 6 posizioni con manometro. 130kg di sabbia non inclusi"
Gre - FILTRO SABBIA M³/H CON PREFILTRO,Accessori,Filtri e pompe,FS550,8412081307053,699.37,Misura,10,,,"Filtro a sabbia da 10m³/h con prefiltro, 750W, 1CV serbatoio Ø 500, valvola 6 posizioni, manometro. Inclusi raccordi da 38 e 50 mm. 85kg di sabbia non inclusi"
Gre - FILTRO SABBIA M³/H CON PREFILTRO,Accessori,Filtri e pompe,FS500,8412081252339,667.44,Misura,8,,,"Filtro a sabbia da 8m³/h con prefiltro, 550W, 0,75CV, serbatoio Ø 500, valvola 5 posizioni, manometro. 85kg di sabbia non inclusi"
Gre - FILTRO SABBIA M³/H CON PREFILTRO,Accessori,Filtri e pompe,FS320,8412081303406,204.97,Misura,4,,,"Filtro a sabbia da 4m³/h con prefiltro, 180W, 0,24CV, serbatoio Ø 320, valvola 5 posizioni, manometro. 20kg di sabbia non inclusi"
Gre - FILTRO SABBIA M³/H CON PREFILTRO,Accessori,Filtri e pompe,MG400,8412081288161,204.97,Misura,6,,,"Filtro a sabbia da 6m³/h con prefiltro, 230W, 0,3CV, serbatoio Ø 400, valvola 5 posizioni, manometro. 40kg di sabbia non inclusi"
Gre - FILTRO SABBIA M³/H SENZA PREFILTRO,Accessori,Filtri e pompe,MG320NP,8412081288147,184.37,,,,,"Filtro a sabbia da 4m³/h senza prefiltro, 180W, 0,24CV, serbatoio Ø 320, valvola 5 posizioni, manometro. 20kg di sabbia non inclusi"
"Gre - POMPA AUTOASPIRANTE PREMIUM CV, ³/H",Accessori,Filtri e pompe,PP202,8412081289632,417.15,Misura,2,,,"Pompa autoaspirante PREMIUM 2CV, 27m³/h, per filtri Ø 800, per piscine fino a 170m³. Connessione Ø 38/50"
"Gre - POMPA AUTOASPIRANTE PREMIUM CV, ³/H",Accessori,Filtri e pompe,PP102,8412081289618,324.45,Misura,1,,,"Pompa autoaspirante PREMIUM 1CV, 20m³/h, per filtri Ø 600, per piscine fino a 100m³. Connessione Ø 38/50"
"Gre - POMPA AUTOASPIRANTE PREMIUM ,5CV, ³/H",Accessori,Filtri e pompe,PP152,8412081289625,355.35,,,,,"Pompa autoaspirante PREMIUM 1,5CV, 22m³/h, per filtri Ø 700, per piscine fino a 135m³. Connessione Ø 38/50"
"Gre - POMPA AUTOASPIRANTE PREMIUM /4CV, ³/H",Accessori,Filtri e pompe,PP077H,8412081289601,241.02,,,,,"Pompa autoaspirante PREMIUM 3/4CV, 17m³/h, per filtri Ø 500, per piscine fino a 65m³. Connessione Ø 38/50"
"Gre - POMPA AUTOASPIRANTE COMFORT /4CV, 9,³/H",Accessori,Filtri e pompe,PP077,8412081289595,177.16,,,,,"Pompa autoaspirante COMFORT 3/4CV, 9,5m³/h, per filtri Ø 500, per piscine fino a 65m³. Connessione Ø 32/38"
"Gre - POMPA AUTOASPIRANTE COMFORT /2CV, 8,³/H",Accessori,Filtri e pompe,PP052,8412081289588,166.86,,,,,"Pompa autoaspirante COMFORT 1/2CV, 8,5m³/h, per filtri Ø 400, per piscine fino a 50m³. Connessione Ø 32/38"
"Gre - POMPA AUTOASPIRANTE COMFORT /3CV, ³/H",Accessori,Filtri e pompe,PP032,8412081289571,146.26,,,,,"Pompa autoaspirante COMFORT 1/3CV, 7m³/h, per filtri Ø 300, per piscine fino a 35m³. Connessione Ø 32/38"
"Gre - POMPA VELOCITÀ VARIABILE ,75 PISCINE",Accessori,Filtri e pompe,VSG75,8412081290089,764.26,,,,,"Pompa a velocità variabile 0,75 CV per piscine fino a 65m³"
"Gre - FILTRO AQUALOON ,³/H, SERBATOIO RACCORDI",Accessori,Filtri e pompe,FAQC40,8412081290096,168.92,,,,,"Filtro AQUALOON da 3,8m³/h, 100W, serbatoio da 10l. Raccordi da 32 e 38 mm. Include 256g di prodotto Aqualoon."
"Gre - FILTRO AQUALOON M³/H, SERBATOIO 200",Accessori,Filtri e pompe,FAQ200,8412081272542,174.07,,,,,"Filtro AQUALOON da 4m³/h, 100W, serbatoio Ø 200 (volume 12,5l). Raccordi da 32 e 38 mm. Include 320g di prodotto Aqualoon."
"Gre - FILTRO CARTUCCIA CON AQUALOON ,³/H.",Accessori,Filtri e pompe,CFAQ35,8412081302621,76.22,,,,,"Filtro a cartuccia con Aqualoon da 3,5 m³/h. Raccordi da 32 e 38 mm"
Gre - CARTUCCIA AQUALOON TIPO,Accessori,Filtri e pompe,CAQ70,8412081272566,11.845,,,,,Cartuccia Aqualoon tipo A
Gre - BOX AQUALOON: FILTRAZIONE POLIETILENE (EQUIVALE,Accessori,Filtri e pompe,AQ700,8412081268484,25.1835,Dettaglio,0g (equivale a 25kg di sabbia),,,BOX AQUALOON: filtrazione in polietilene 700g (equivale a 25kg di sabbia)
Gre - BOX AQUALOON: FILTRAZIONE POLIETILENE (EQUIVALE,Accessori,Filtri e pompe,AQ700B,8412081302911,25.1835,Dettaglio,0g (equivale a 25kg di sabbia),,,BOX AQUALOON: filtrazione in polietilene 700g (equivale a 25kg di sabbia)
Gre - AQUALOON TIPI PALLINE MATERIALE PET,Accessori,Filtri e pompe,AQ503,8412081288000,15.4397,,,,,Aqualoon da 500 g - 3 tipi di palline in materiale PET reciclato
Gre - LOCALE TECNICO LEGNX88 PINO SILVESTRE Legno,Accessori,Filtri e pompe,787249,3605217872494,724.09,Dettaglio,asse III. Serratura con chiave,,,Locale tecnico in legno 100x88 h 143. Pino silvestre trattamento in autoclave classe III. Serratura con chiave
Gre - LOCALE TECNICO LEGNX88 PINO SILVESTRE Legno,Accessori,Filtri e pompe,787248,3605217872487,534.57,Dettaglio,asse III. Serratura con chiave,,,Locale tecnico in legno 100x88 h 131. Pino silvestre trattamento in autoclave classe III. Serratura con chiave
Gre - LOCALE TECNICO LEGNX88 PINO SILVESTRE Legno,Accessori,Filtri e pompe,787247,3605217872470,492.34,Dettaglio,asse III. Serratura con chiave,,,Locale tecnico in legno 100x88 h 118. Pino silvestre trattamento in autoclave classe III. Serratura con chiave
Gre - LOCALE TECNICO PISCINE MATERIALE COMPOSITX60,Accessori,Filtri e pompe,TRCP124,8412081302713,530.45,Dettaglio,emontati. Serratura con chiave,,,Locale tecnico per piscine in materiale composito 80x60 h 115 cm. Pannelli premontati. Serratura con chiave
Gre - LOCALE TECNICO PISCINE MATERIALE COMPOSITX60,Accessori,Filtri e pompe,TRCP96,8412081312712,472.77,Dettaglio,emontati. Serratura con chiave,,,Locale tecnico per piscine in materiale composito 80x60 h 89 cm. Pannelli premontati. Serratura con chiave
"Gre - FILTRO MOTORIZZATO CARTUCCIA ,³/H",Accessori,Filtri e pompe,AR125,8412081970318,266.77,,,,,"Filtro motorizzato a cartuccia da 3,8m³/h, 70W"
"Gre - FILTRO CARTUCCIA IMMERSIONE ,³/H",Accessori,Filtri e pompe,AR124,8412081203164,209.09,Misura,3,,,"Filtro a cartuccia ad immersione da 3,8m³/h, 70W"
"Gre - FILTRO CARTUCCIA IMMERSIONE ,³/H",Accessori,Filtri e pompe,AR121E,8412081210193,160.7418,Misura,2,,,"Filtro a cartuccia ad immersione da 2,0m³/h, 72W"
"Gre - CARTUCCIA FILTRO AR. DIM: 10,7",Accessori,Filtri e pompe,AR89,8412081217017,14.935,,,,,"Cartuccia per filtro AR11806. Dim: Ø 10,7 H 20,1"
Gre - CARTUCCIA FILTRI AR/AR118. DIM: EST,Accessori,Filtri e pompe,AR86,8412081203409,19.055,,,,,"Cartuccia per filtri AR121/AR118. Dim: Ø Est 11,9 Ø Int 3,8 H 17,3"
Gre - CARTUCCIA FILTRI AR/AR124/AR118. DIM: EST,Accessori,Filtri e pompe,AR82,8412081970325,20.909,,,,,"Cartuccia per filtri AR125/AR124/AR118. Dim: Ø Est 11,8 Ø Int 3,8 H 24,6"
Gre - CARTUCCIA PISCINE INTEX TIPO,Accessori,Filtri e pompe,AR79,8412081241708,10.712,,,,,Cartuccia per piscine INTEX tipo A
Gre - CARTUCCA FILTRO CFS,Accessori,Filtri e pompe,CCFS20,8412081319551,6.695,,,,,Cartucca per filtro CFS20
"Gre - SABBIA GRANULOMETRIA ,4/,M, SACCO",Accessori,Filtri e pompe,AR200,8412081960180,24.205,,,,,"Sabbia granulometria 0,4/0,8mm, sacco da 25kg"
"Gre - VETRO FILTRANTE GRANULOMETRIA MM, SACCHI",Accessori,Filtri e pompe,VF025,8412081240848,35.535,,,,,"Vetro filtrante granulometria 0,5/1 mm, sacchi da 25kg"
Gre - SKIMMER STANDARD COMPLETO BIANCO CON,Accessori,Atri accessori per piscine,AR100,8412081950396,52.53,,,,,Skimmer standard completo bianco con valvola di ritorno
Gre - SKIMMER STANDARD COMPLETO MARRONE CON,Accessori,Atri accessori per piscine,AR100W,8412081233192,52.53,,,,,Skimmer standard completo marrone con valvola di ritorno
Gre - SKIMMER STANDARD COMPLETO GRIGIO CON Grigio,Accessori,Atri accessori per piscine,AR100G,8432611769083,52.53,,,,,Skimmer standard completo grigio con valvola di ritorno
Gre - CESTINO DELLO SKIMMER,Accessori,Atri accessori per piscine,AR500,8412081206462,12.36,,,,,Cestino dello Skimmer
"Gre - SPORTELLINO STANDARD SKIMMER ,5X12,5",Accessori,Atri accessori per piscine,AR501,8412081206486,14.523,,,,,"Sportellino standard Skimmer 14,5x12,5"
"Gre - GUARNIZIONE DOPPIA STANDARD SKIMMER X19,5",Accessori,Atri accessori per piscine,AR502,8412081206493,20.497,,,,,"Guarnizione doppia standard Skimmer 20,5 x19,5"
"Gre - GUARNIZIONE DOPPIA STANDARD SKIMMER 19,5",Accessori,Atri accessori per piscine,AR521,8412081250748,22.145,,,,,"Guarnizione doppia standard Skimmer 20,5 x 19,5 + 2 guarnizioni per la valvola di ritorno"
Gre - VALVOLA RITORNO STANDARD GUARNIZIONE CHIAVE,Accessori,Atri accessori per piscine,AR503,8412081206509,22.8557,,,,,Valvola di ritorno standard + guarnizione + chiave
Gre - ADATTATORE DEL PULISCIFONDO SKIMMER BIANCO,Accessori,Atri accessori per piscine,AR505,8412081208619,11.8965,,,,,Adattatore del puliscifondo per Skimmer bianco
Gre - MANOMETRO FILTRO SABBIA,Accessori,Atri accessori per piscine,AR506,8412081208602,27.295,,,,,Manometro per Filtro a sabbia
Gre - GHIERA FILTRO SABBIA. APERTURA MINIMA,Accessori,Atri accessori per piscine,AR508,8412081208589,44.29,,,,,"Ghiera per Filtro a sabbia. Apertura minima Ø 19 massima Ø 20,3"
Gre - VALVOLA SFERA APERTURA/CHIUSURA TUBI /32,Accessori,Atri accessori per piscine,AR512,8412081221601,12.1025,,,,,Valvola a sfera apertura/chiusura per tubi Ø 38/32
Gre - VALVOLA CHIUSURA GIRO CONNETTORE 32/38,Accessori,Atri accessori per piscine,621702,3605216217029,22.145,,,,,Valvola di chiusura 1/4 di giro + 1 connettore Ø 32/38 per kit di filtrazione
Gre - ROTOLO TEFLON FASCETTE,Accessori,Atri accessori per piscine,AR510,8412081215785,21.527,,,,,Rotolo di teflon + 4 fascette 38/32
Gre - SPUGNA ASSORBIRE PARTICELLE OLEOSE SULLA,Accessori,Atri accessori per piscine,WFL6,8412081264424,12.772,,,,,"Spugna per assorbire le particelle oleose sulla superficie dell'acqua 10,5 x 7,5cm. 6pz per confezione. Display da 12 confezioni. Imballo da 4 display"
Gre - SACCHETTO SKIMMER CON VELCRPZ,Accessori,Atri accessori per piscine,FSK10,8412081264448,15.860455,,,,,Sacchetto per skimmer con velcro 10pz
Gre - FILTRI USA GETTA SKIMMER,Accessori,Atri accessori per piscine,40045,8427370400452,23.896,,,,,10 filtri usa e getta per lo skimmer
Gre - SKIMMER AMERICANO BOCCA LARGA CON Legno,Accessori,Atri accessori per piscine,778200,3605217782007,0.0,,,,,Skimmer americano a bocca larga con valvola di ritorno per piscine in legno. Dim: 35x20x32 cm
Gre - SKIMMER UNIVERSALE CON VALVOLA RITORNX20X32,Accessori,Atri accessori per piscine,778198,3605217781987,0.0,,,,,Skimmer universale con valvola di ritorno 24x20x32 cm
Gre - SPORTELLINO SKIMMER X3X12,Accessori,Atri accessori per piscine,778193,3605217781932,0.0,,,,,Sportellino per skimmer 16x3x12 cm
Gre - TAPPO SKIMMER,Accessori,Atri accessori per piscine,625028,3605216250286,0.0,,,,,"Tappo per skimmer Ø 19,5 cm"
Gre - CESTINO DELLO SKIMMER CM. MISURE,Accessori,Atri accessori per piscine,778194,3605217781949,0.0,,,,,Cestino dello Skimmer Ø 16 cm. Misure interne Ø 12 cm x H 7 cm
Gre - ADATTATORE PULISCIFONDO,Accessori,Atri accessori per piscine,770359,3605217703590,0.0,,,,,Adattatore per puliscifondo
Gre - IQBRIDGE ZB: PONTE WI-FI. CONTROLLO Blu,Accessori,IoT,WA000082,9317545292250,92.597,,,,,IQBRIDGE ZB: Ponte Wi-Fi. Controllo remoto con Bluetooth
Gre - SMART PLUG FLUIDRA POOL: CONTROLLO Blu,Accessori,IoT,76671,8435611054760,92.597,,,,,SMART PLUG FLUIDRA POOL: controllo Plug & Play tramite Bluetooth
"Gre - CONNECT GOLD. RILEVAMENT TEMPERATURA, PH Blu",Accessori,IoT,WA000100,9317545298665,410.97,,,,,"Blue Connect Gold. Rilevamento 4 in 1: temperatura, pH, ORP e salinità. Sensore Gold per l'utilizzo con clorinatori. Funziona con Bluetooth e Wi-Fi. Batteria ricaricabile USB-C. App Fluidra Pool"
"Gre - CONNECT SILVER. RILEVAMENT TEMPERATURA, PH Blu",Accessori,IoT,WA000099,9317545298658,307.97,,,,,"Blue Connect Silver. Rilevamento 3 in 1: temperatura, pH, ORP . Sensore al platino per l'utilizzo con acqua dolce. Funziona con Bluetooth e Wi-Fi. Batteria ricaricabile USB-C. Compatibile con piscine e spa a cloro e bromo. Non compatibile con piscine e spa con clorinatori. App Fluidra Pool"
Gre - BATTERIA CONNECT LITIO CLORURO TIONILE Blu,Accessori,IoT,7015C001,5404014416010,23.6385,,,,,Batteria per Blue Connect al litio cloruro di tionile
Gre - SENSOR: SENSORE COMPATIBILE CON CONNECT Blu,Accessori,IoT,7015R003,8412081320991,142.8816,,,,,Blue Sensor: sensore compatibile con Blue Connect con durata fino a 2 anni
Gre - SENSOR (ORO): SPECIALE ELETTROLISI SALINA Blu,Accessori,IoT,7015R002,5404014413040,179.6526,,,,,Blue Sensor AU (oro): speciale per elettrolisi salina
Gre - PONTE WIFI BLUETOOTH Blu,Accessori,IoT,7015C004,5404014414016,88.2504,,,,,Ponte Wifi bluetooth
Gre - FIT ADATTATORE TUBO Blu,Accessori,IoT,7015C002,5404014415020,38.76714,,,,,Blue Fit 50: adattatore per tubo da 50 mm
Gre - CALIBRAZIONE,Accessori,IoT,77739,8435611071934,24.72,,,,,Kit di calibrazione
Gre - CLORINATORE GRE CONNECTED SALT SYSTEM,Accessori,Dispositivi disinfezione,SWGA100,8412081288062,1368.87,Misura,100,,,Clorinatore GRE CONNECTED SALT SYSTEM per piscine interrate fino a 100m³. Sistema combinato SWC + pH già installato. Connettività Wi-Fi integrata. Produzione di cloro 21g/h
Gre - CLORINATORE GRE CONNECTED SALT SYSTEM,Accessori,Dispositivi disinfezione,SWGA60,8412081288079,1234.97,Misura,60,,,Clorinatore GRE CONNECTED SALT SYSTEM per piscine interrate fino a 60m³. Sistema combinato SWC + pH già installato. Connettività Wi-Fi integrata. Produzione di cloro 12g/h
Gre - CLORINATORE GRE CONNECTED SALT SYSTEM,Accessori,Dispositivi disinfezione,SWGA40,8412081288086,1080.47,Misura,40,,,Clorinatore GRE CONNECTED SALT SYSTEM per piscine interrate fino a 40m³. Sistema combinato SWC + pH già installato. Connettività Wi-Fi integrata. Produzione di cloro 7g/h
Gre - CLORINATORE ONE SALT PISCINE INTERRATE,Accessori,Dispositivi disinfezione,GOSA75,8412081993126,452.17,Misura,75,,,Clorinatore ONE SALT per piscine interrate e fuori terra fino a 75m³. Produzione cloro 15g/h
Gre - CLORINATORE ONE SALT PISCINE INTERRATE,Accessori,Dispositivi disinfezione,GOSA50,8412081993119,359.47,Misura,50,,,Clorinatore ONE SALT per piscine interrate e fuori terra fino a 50m³. Produzione cloro 9g/h
Gre - CLORINATORE ONE SALT PISCINE INTERRATE,Accessori,Dispositivi disinfezione,GOSA25,8412081993102,266.77,Misura,25,,,Clorinatore ONE SALT per piscine interrate e fuori terra fino a 25m³. Produzione cloro 4g/h
Gre - CLORINATORE DREAM SALT PISCINE FUORI,Accessori,Dispositivi disinfezione,GSS50,8412081289779,297.67,Misura,50,,,Clorinatore DREAM SALT per piscine fuori terra fino a 50m³. Include un timer. Plug & Play con connettori da 32/38 mm. Produzione cloro 10g/h
Gre - CLORINATORE DREAM SALT PISCINE FUORI,Accessori,Dispositivi disinfezione,GSS25,8412081290072,256.47,Misura,25,,,Clorinatore DREAM SALT per piscine fuori terra fino a 25m³. Include un timer. Plug & Play con connettori da 32/38 mm. Produzione cloro 5g/h
"Gre - SALE COMPATTO, SACCO",Accessori,Atri accessori per piscine,90365,8427370903656,0.0,,,,,"Sale compatto, sacco da 25kg"
"Gre - SALE MARINO GRANULARE, SACCO",Accessori,Atri accessori per piscine,90366,8412081290362,0.0,Misura,25,,,"Sale marino granulare, sacco da 25Kg"
"Gre - SALE MARINO GRANULARE, SACCO",Accessori,Atri accessori per piscine,90367,8412081288017,0.0,Misura,5,,,"Sale marino granulare, sacco da 5Kg"
Gre - REGOLATORE CON POMPA PERISTALTICA INTERRATA,Accessori,Dispositivi disinfezione,CPH14,8412081259000,472.77,,,,,Regolatore di pH con pompa peristaltica per piscina interrata
Gre - BYPASS: VALVOLE APERTURA/CHIUSURA TUBI FLEX,Accessori,Dispositivi disinfezione,AR2000,8412081221571,158.62,,,,,"Kit Bypass: 3 valvole di apertura/chiusura + 2 tubi flex Ø38x1,5m + 6 adattatori Ø38 - 50mm da incollare + 4 fascette"
Gre - FARETTO LED BIANCO INTERRATA. UMEN.,Accessori,Illuminazione,PLREB,8412081265254,229.69,,,,,"Faretto LED bianco per piscina interrata. 16W, 14585 lumen. Trasformatore di luce non incluso"
Gre - FARETTO LED MULTICOLOR INTERRATA CON,Accessori,Illuminazione,PLREC,8412081265261,416.12,,,,,"Faretto LED multicolor per piscina interrata con telecomando. 16W, 1100 lumen. Trasformatore di luce non incluso"
"Gre - LAMPADA LED PAR IPX8, 11 Bianca",Accessori,Illuminazione,LEDP56WP,8412081319865,71.07,,,,,"Lampada LED BIANCA PAR56 IPX8, 11,5W, 12V. 1300 Lumen, durata utile di 25.000 ore."
Gre - LAMPADA LED COLOR PAR IPX8,Accessori,Illuminazione,LEDP56CE,8412081304946,130.81,,,,,"Lampada LED COLOR PAR56 IPX8, 15W, 12V. 11 differenti colori. 900 Lumen, durata utile di 25.000 ore. Telecomando incluso"
Gre - FARETTO LED PISCINE LEGNO COMPOSITE Legno,Accessori,Illuminazione,PLWPB,8412081302799,246.17,,,,,Faretto LED per piscine in legno e composite Ø 22 x 4cm. 16W. 1485 lumen. Include trasformatore e 5m di cavo
Gre - PROIETTORE LED BIANCX10 PISCINE FUORI,Accessori,Illuminazione,LEDRW,8412081257464,32.96,,,,,Proiettore LED BIANCO Ø16x10 per piscine fuori terra sia a parete rigida che autoportanti da collegare alla valvola di ritorno. Potenza minima filtro 3m³/h
Gre - PROIETTORE LED COLOR X10 PISCINE,Accessori,Illuminazione,LEDRC,8412081257471,32.96,,,,,Proiettore LED COLOR Ø16x10 per piscine fuori terra sia a parete rigida che autoportanti da collegare alla valvola di ritorno. Potenza minima filtro 3m³/h
Gre - FARETTI LED MAGNETICI FUORI TERRA,Accessori,Illuminazione,PLED2,8412081250830,24.205,,,,,2 Faretti LED magnetici per piscina fuori terra con telecomando a distanza
Gre - FARETTO MAGNETICO LED COLOR FUORI,Accessori,Illuminazione,PLED1C,8412081257518,20.085,,,,,Faretto magnetico LED COLOR per piscina fuori terra con telecomando a distanza
Gre - RISCALDATORE PANNELLO SOLARE POLIETILENE X60.,Accessori,Riscaldamento,AR2069,8412081203331,91.67,,,,,Riscaldatore pannello solare in polietilene 600x60. Aumenta la temperatura dell'acqua fino a 6°C. Potenza minima della pompa raccomandata: 1/3 CV.
Gre - RISCALDATORE SOLARE SFERICO PISCINE FUORI,Accessori,Riscaldamento,90230,8427370902307,81.37,,,,,Riscaldatore solare sferico per piscine fuori terra Ø 57x25. Ogni riscaldatore permette di aumentare la temperatura dell'acqua di 3°C.
Gre - RISCALDATORE PANNELLO SOLARE HDPE PISCINE,Accessori,Riscaldamento,SH70,8412081319629,132.87,,,,,Riscaldatore pannello solare in HDPE per piscine fuori terra. 1 unità per 7m³. Possibilità di connettere diverse unità in linea. Connessioni da 32/38 mm
"Gre - MINI POMPA CALORE ,59 KW",Accessori,Riscaldamento,HPM20,8412081302614,633.45,,,,,"Mini pompa di calore da 0,59 kW, per piscine fino a 20m³. Non necessita di un bypass. Raccordi 32 e 38 mm"
"Gre - MINI POMPA CALORE KW, PISCINE",Accessori,Riscaldamento,HPM30,8412081303154,798.25,,,,,"Mini pompa di calore da 1 kW, per piscine fino a 30m³. Non necessita di un bypass. Raccordi 32 e 38 mm"
Gre - MINI POMPA CALORE PISCINE FINO,Accessori,Riscaldamento,HPM40,8412081303826,925.97,,,,,"Mini pompa di calore da 1,31 kW per piscine fino a 40m³. Non necessita di un bypass. Raccordi 32 e 38 mm"
Gre - POMPA CALORE FULL INVERTER CON,Accessori,Riscaldamento,HPGIC75,8412081290140,1801.47,Misura,75,,,"Pompa di calore Full Inverter con connessione a internet, per piscine fino a 75m³"
Gre - POMPA CALORE FULL INVERTER CON,Accessori,Riscaldamento,HPGIC60,8412081290157,1440.97,Misura,60,,,"Pompa di calore Full Inverter con connessione a internet, per piscine fino a 60m³"
Gre - POMPA CALORE FULL INVERTER CON,Accessori,Riscaldamento,HPGIC45,8412081290133,1183.47,Misura,45,,,"Pompa di calore Full Inverter con connessione a internet, per piscine fino a 45m³"
Gre - POMPA CALORE FULL INVERTER CON,Accessori,Riscaldamento,HPGIC30,8412081290126,1028.97,Misura,30,,,"Pompa di calore Full Inverter con connessione a internet, per piscine fino a 30m³"
Gre - DOCCIA ACCIAIO INOX CON RUBINETTO,Accessori,Docce e scale,DAI43F,8412081303215,293.55,,,,,"Doccia in acciaio Inox con rubinetto lavapiedi Ø 4,3 x 216 cm. Soffione superiore anticalcare"
Gre - DOCCIA ACCIAIO INOX 216 CM.,Accessori,Docce e scale,DAI43,8412081303208,277.07,,,,,"Doccia in acciaio Inox Ø 4,3 x 216 cm. Soffione superiore anticalcare"
Gre - DOCCIA ALLUMINIO PIEGHEVOLE,Accessori,Docce e scale,AR104,8412081950716,25.235,,,,,Doccia in alluminio pieghevole
Gre - VASCHETTA LAVAPIEDI,Accessori,Docce e scale,LP01,8412081237695,9.7335,,,,,Vaschetta Lavapiedi
Gre - DOCCIA SOLARE RETTANGOLARE ALLUMINIO COLOR Legno,Accessori,Docce e scale,DSALC32W,8412081238142,808.55,,,,,Doccia solare rettangolare in alluminio color legno 32l con rubinetto lavapiedi
Gre - DOCCIA SOLARE ALLUMINIO COLOR LEGNL Legno,Accessori,Docce e scale,DSALR32W,8412081238135,561.35,,,,,Doccia solare in alluminio color legno 32l con rubinetto lavapiedi
Gre - DOCCIA SOLARE ALLUMINIL CON RUBINETTO,Accessori,Docce e scale,DSALP38,8412081312811,767.35,,,,,Doccia solare in alluminio 38l con rubinetto lavapiedi e vaporizzatori
Gre - DOCCIA SOLARE PVC NERO CON,Accessori,Docce e scale,SSP40,8412081307091,269.86,Misura,40,,,Doccia solare in PVC nero con striscia argentata 40l con rubinetto lavapiedi
Gre - DOCCIA SOLARE PVC NERO CON,Accessori,Docce e scale,DSPS35,8412081272603,273.98,Misura,35,,,Doccia solare in PVC nero con striscia argentata 35l con rubinetto lavapiedi
Gre - DOCCIA SOLARE ALLUMINIO NERL CON,Accessori,Docce e scale,AR1130,8412081224510,540.75,,,,,Doccia solare in alluminio nero 32l con rubinetto lavapiedi e vaporizzatori
Gre - DOCCIA SOLARE PVC NERL,Accessori,Docce e scale,AR1030,8412081220765,236.9,Misura,o 30,,,Doccia solare PVC nero 30l
Gre - DOCCIA SOLARE PVC NERL,Accessori,Docce e scale,40664A,8427370406645,158.62,Misura,o 20,,,Doccia solare PVC nero 20l
Gre - DOCCIA SOLARE ALLUMINIO FINITURA SPRAY,Accessori,Docce e scale,SS30S,8412081318752,643.75,,,,,Doccia solare in alluminio finitura spray nero 30l con rubinetto lavapiedi
Gre - DOCCIA SOLARE SMONTABILE RIO POLIETILENE,Accessori,Docce e scale,RSS30,8412081993096,359.47,,,,,Doccia solare smontabile RIO in polietilene nero 30l con rubinetto lavapiedi
Gre - DOCCIA SOLARE CURVATA PVC NERL,Accessori,Docce e scale,AR10250,8412081224497,221.45,,,,,Doccia solare curvata PVC nero 25l
Gre - DOCCIA SOLARE DESIGN NERA POLIETILENE,Accessori,Docce e scale,SSR25,8412081307107,305.91,,,,,Doccia solare design nera 25l in polietilene con rubinetto lavapiedi
Gre - DOCCIA SOLARE SMONTABILE PVC NERL,Accessori,Docce e scale,AR1020P,8412081240817,183.34,Misura,o 20,,,Doccia solare smontabile PVC nero 20l
Gre - DOCCIA SOLARE SMONTABILE PVC NERL,Accessori,Docce e scale,AR1009,8412081264370,128.75,Misura,o 9,,,Doccia solare smontabile PVC nero 9l
Gre - DOCCIA SOLARE PVC IMITAZIONE LEGNL Legno,Accessori,Docce e scale,AR1020W,8412081264387,199.82,,,,,Doccia solare PVC imitazione legno 20l
